text,label
under disse omstændigheder kunde salvadore naturligvis ikke tænke paa at rejse til italien og det var jo ogsaa ligesom hans længsel blev dæmpet af den store sorg der rugede over huset,0
dette svar opirrede endmere tante jacobine hun vendte sig fornærmet imod hende og sagde harmfuldt „ troer du jeg lader mig genere af et fattigt fremmed barn som du tager til dig nei saa vidt er det endnu ikke kommet “,0
men efter de støjende optrin han havde foranstaltet kom den slaphed der al tid følger efter udførelsen af en stor tragisk rolle,1
seydel oplysende,0
det var en bevægelse over halsen og et slag paa den brede kniv som sad i hans bælte den fremmede loe paany,0
længe blev han staaende i en lyttende stilling hans frygt lod til af være ugrundet ingen lyd forstyrrede den natlige fred,0
— nej vær rolig i sagde hun og søgte at lægge ansigtet i de godmodigste folder kom blot ned jeg har noget at tale med dig om men skynd dig der er ingen tid at spilde,0
fra den fulde krambod og det var en glæde saa indvendig at den ikke kunde sees thi den bestod helst i foragt for de der udenfor,0
„ jeg tror ikke “,0
jeg hører spurvene under mit vindu lyd af fodtrin over vejen dernede røster og vognrullen,1
vil aabne dit hjerte din egen smerte vil lade dig forstaa andres og give dig lyst og trang fil af mildne den det er en af vort kjøns ypperligste bestemmelser “,0
— ja deri har du ret derfor modtage han min varmeste tak,0
nei jeg tør ikke,0
under armen og saa havde hun givet den min gamle spidskjole og høie hat paa og bundet den et af mine hvide tørklæder om halsen og vilde endelig have at den skulde sidde ved siden af hende ved bordet — a propos det er en særdeles net ung mand den,0
sporene viste sig tydeligt i duggen og førte alle til broen,0
en ledsagende page „ at kejserinden udsætter en pris for det bedste skud hun vil selv udpege ti skytter til at kæmpe om prisen han kommer nok naar guldet og æren vinker “ fortsatte zoe idet drengen løbmeget rigtig harald havde nok lyst til at se prisen,0
— ih ah — men sidder i her i mørke,0
sagde han en dag til mig medens jeg sad hos ham „ jeg tænkte paa hende inat men det var mig ikke muligt af faae hendes skikkelse til af staae klart for mig ja du rødmer “ vedblev han „ men det er ikke passende for en ung lieutenant af blive rød naar,0
konferentsraaden blev ved at smile mens han gik frem gennem salen det var ham ogsaa idag en egen glæde at se dette tavse og høje rum hvor man som bestandig hørte millionstrømmens umærkelige gliden forbi pultene hvor ingen hilste skønt alle saa ham det var i centralbanken forbudt at spilde tid med hilsener,1
der lød en stor støj nede paa gaden og alle styrtede til vinduet hele fortovet foran huset var sort af folk der raabte hurra og jublede,1
ligeoverfor i gaarden er der et vaskeri hvor han idelig kan høre vandet løbe igennem renden med en rislende søvndyssende lyd,0
nu og da afbrødes stilheden af en fjærn støj ude fra staden hvor folket beværtedes paa raadhusets torv den naaede klostercellen som en forvirret blanding af mangehaande lyde af raab og latter gigers og fløjters klang og stundom et skrig af overgivne piger og svende,1
alt som det skal mre af dem de vil altsaa nvk have den godhed at møde i morgen tidlig i køkkenet saa snart der bliver kaldt ad dem deres værelse kan de indtil videre beholde og deres arbejde vil miss kate — kokkepigen der — give dem besked om en,0
somren taber hver blomst af sit haar vinteren kommer sagte hun hen gjennem skoven gaaer siger farvel til hvert træ der staaer yndige sommer,0
siden din unge søsters dejlighed bedre end vin «,0
jeg har været saa gruelig flittig i dag og har faaet saa meget kjedeligt tøj til livs saa jeg kan nok fortjene at høre lidt sund tale ovenpaa af dig «,0
den gamle mand søgte at fatte sig og sagde da med bævende stemme idet han pegede ud over søen,0
ta til hatten de standsede,0
» i stod hensunken i skuet af min hr faders portræt « sagde hun da hun havde ønsket ham velkommen til stockholm og spurgt til frøken leonoras helsen » det er meget ligt «,0
» nej det kan jeg ikke «,0
gaar de allerede —,0
men lidt efter begyndte den paany,0
— det er godt sagde grønberg jeg gaar ind der paa kom saa med pengene,0
ikke en lyd — tausheden suste gjennem mørket,1
hun sad i nogle minutter uden at røre et lem ret som hun ventede at et lyn vilde slaa ned og knuse hende men der kom intet lyn vinden skød gardinet ind i en stor bue vinduet klirrede i hængslerne med en ejendommelig knækkende lyd saa blev alt igen stille,1
eil skraldende latter — en dør der blev smækket i var den sidste lyd der naaede almas øre da hun bevidstløs segnede om,1
der har vi jens sørensen han har grædt kan man se magdalene skomagers er med manden har ikke tid han skal passe haandværket en af smaapigerne er fulgt med og staar med hans pakke hværken hun eller moderen ser glad ud,0
da jeg havde meldt vor ankomst stode de alle ved vognen christian tog rose paa sine arme og bar hende ind,0
pra den ene fjærne ende hvor taagen har en lidt rødlig tone høres et forvirret brus fra en dansesalon haandklap violiner og unge kvinders latter druknende i en summen og klapren af stemmer og støvler og en gang imellem i et skrattende horn der falder ind med tre fire enslydende toner,1
da de stod paa gaden sagde han,0
— du rødmer madelaine har jeg taget feil sagde han,0
men signe holdt sig bare fast,0
hele historien,0
„ hvad i alverden er dette for en indretning “ udbrød han forundret „ den seer jo ud som om den havde været brugt til maskerade “,0
for djævlen om jeg er død eller levende ser jeg kanske nd som et spøgelse,0
« aa svigerfader de kan jo ogsaa gaa ned efter the om det er nødvendigt vi kunde tænde lampen og alle følge med dem » bad hun « lad os ikke tale mere derom » svarede den gamle og bed munden sammen over pibespidsen « mine blomster ere nu mine børn og,0
og denne inderlige kærlighed skulde jeg berøve ethvert haab tilintetgøre al den fortrøstning som hun øjensynlig satte til den,0
» der rejser sig altsaa dog en kamp i deres sjæl men den synes dem for stor og saa lader de den ligge «,0
men skulde de vælge mellem os to saa trækker jeg nok det korteste straa “ «,0
„ nævn det dog ikke “,0
lokomotivet peb og toget gled ind under hovedbanegaardens høje hvælvede tag og ind foran perronen,1
længe varede det dog ikke før afrikas varme sol ildnede hans kærlighed saa han følte sig sikker paa sig selv — og i den indre oplevelses vished kvaltes tvivlen,0
der hørtes i dette øjeblik støj uden for huset,1
i et andet hjørne havde maleren taget plads med sin elev men begge vare tavse ikke en lyd hørtes fra malerens strube,0
— og hvem kan have stjaalet det har du mistanke til nogen,0
— hvad de ere alle fangne og paa vognen hellige ambrosius den dumme unge deres anfører denne antonio er maaske der imellem,0
— nejnej hvem skulde det dog være,0
ude i gaarden og derefter en langtrukken skiftevis pibende og skrigende lyd det var abelone der var henne at hente vand ved posten,0
men riemann sagde „ nej det vilde glæde mig dersom du kom jeg omgaas jo ellers blot med bønder “ da takked vennen og svared ja og den næste dag kom han med sin unge frue hun var af den slags kvinder der ejer det der indser mændene og i hvis nærhed,0
hvad er det dem — er det dig den dumme tøs siger hun ikke bestandig forkerte navne iversen jeg troede naturligvis at det igen var en ny michelangelo som vilde vende op og ned paa det hele det fornøjer mig at det kun er dig,0
formindsket antal døde det var en frygtelig nat med en voldsom hede ingen vind rørte sig og der herskede saa dyb en taushed at man kunde høre den mindste lyd i slør afstand i en saadan dyb rolighed laa byen medens hundreder af dens jndvaancre rallede i dovskvaler eller ukaandede,1
de klinkede,1
babine saae det og glædede sig var hun først døden vis fik hun nok lov til at gjøre vred hende hvad hun vilde jerome var da altid meget føielig og tog det da ikke saa nøie,0
i sin tid kvægede jødernes hungrige ganer,0
fidel tone,0
» ja jeg følte det — aa som en forfærdelig haan i lange tider sprang jeg i mit fadervor de ord over — » som vi forlade vore skyldnere « — for jeg kunde ikke tilgive ham «,0
og hvor mange gange havde han dog siddet og arbejdet og drømt mens børnene legede og kanariefuglen med sin sang søgte at overdøve deres støj de smaapiger der legede bag hans stol vilde blive store de vilde flyve ud fra den gamle rede — selv bygge reder med hygge og,1
svend saa først ud paa gaden derefter tilbage i stuen » nu har jeg aldrig kendt saa galt «,0
travle butikker hvor dørene knalder og gaar,1
saa her og saa der,0
hallo det var forresten en idé,0
nu faar fast ansættelse ved kasino saa vil jeg heller ikke være hjemme — det ved gud jeg ikke vil — kommer du ikke hjem paa søndag det er længe siden du har været hjemme «,0
— og denne mand er den eneste som har nøgle dertil vedblev formanden og pegede paa bey selim,0
kjøbenhavn og sæt han nu havde truffet hende ugift vilde han saa have taget hende hun troede det neppe nu kunde han sagtens være sikker paa sin følelse nu da han ikke kunde faa hende,0
den kom nærmere og nærmere idet den ved sin rumlende lyd kaldte beboerne i de smaa huse til vinduerne nu var den ganske nær,1
munden traadte ind,0
warberg slog haardt med linealen i det nærmeste bord,0
han saae sig derefter paany ængstelig omkring og sagde derpaa i en hvidskende tone,0
jo dog første gang hun skulde tilbringe en længere tid borte fra sit hjem hun anede ikke at det ogsaa skulde blive sidste endnu et farvel og toget satte sig i bevægelse,0
da præsten havde faaet nærmere forklaring sagde han,0
det var ikke langt fra at holger moe indtil han havde hentet sin uniform havde en fornemmelse af at man betragtede ham som spion,0
nu hørtes kun vognenes dæmpede lyd og en enkelt stemme fra gaarden og ind imellem en hastig brutal ringen dernede tra,1
han svarede „ jamen jeg har det ikke saa godt det vil sige jeg tror ikke jeg har det godt hvad vil det i det hele taget sige at have det godt,0
damerne i vognen skreg et eneste nu saa alle kirnitschdalens klipper ud som fantastiske ansigter i et flammende — saa kom skraldet med en smeldende lyd,1
saaledes hengav den sorte sjæl sig fil betragtninger der skulde forjage tanken om straffen bin side graven vi overlade ham fil disse tanker og føre vore læsere fil et af slottet rosenfelts taarne,0
tt un blev staaende lænet mod telegrafstangen 11 paa bakkens top indtil hun ikke mere kunde øjne vognen eller høre hjulenes knasen gennem vejens grus indtil gennem naktens stilhed kun hørtes den fjerne mumlen ude fra havet og den syngende lyd fra telegraftraadenes vindharpe over hendes hoved,1
denne gang kan du da ikke sige andet end mit brev er langt nok men det er ogsaa den tredie dag jeg skriver paa det skriv mig nu snart til thi jeg længes efter at høre hvorledes du og i alle sammen have det lev nu vel kjære moder hils,0
» hvad vil i mig «,0
udstrakte kjældere gjennem hvis aabne porte man saae ind i et virvar af hvælvinger den dæmpede lyd af de arbejdende maskiner inde i bygningerne dampen der hvirvlede ud ad enhver aabning ja paa nogle steder syntes at trænge op af selve jorden den muntre resonnansvækkende lyd af hammerslagene paa de,1
„ god dag sigurd hvor står det til idag — men hvad feiler dig du er da vel ikke blevet klein igjen — du har vel ikke fundet på at arbeide “,0
tæt ved dødens grændse støj hendes sjæl men hendes sunde natur havde snarl faaet bugt med sygdommen,1
over volde af opdreven tang komme1 han helt ned til vandet hvor flade klare bølger uden lyd løber ind over den hvide sandbund der er riflet af det lette bølgeslag og bølgesug han standser og der bliver stille,0
men da klokken blev to var livet og støjen i byen steget til sit højeste overalt var den samme bevægelse mennesker drev kørte passiared købte og solgte maskiner arbejded langt borte med dæmpet sus,1
hun sad op i sengen skælvende hed over hele sit legeme en blytung tåre hang brændende i hendes øje hun famlede ud for sig som efter en kniv og huggede og huggede med knyttet hånd hun dirrede af harme hun havde lyst til at myrde,0
„ min gud hvilken skjæbne “,0
— gaa de saa jeg skriver imidlertid sagde hun med febrilsk iver jeg maa for enhver pris have vexlen med mig tilbage,0
„ ø jutta du maa stræbe at overvinde denne ugrundede frygt det vilde bedrøve thyra vor høje moder som dog er saa blid og god og som beskytfer dig det er jo for at opmuntre dig af hun har forlangt af du skal deltage i vaarens glade fest “,0
men fanny der følte sig draget ind i det mystiskes kreds trøstede tanten og sagde „ ja jeg forstaaer ikke mere af det end du — men jeg troer alligevel paa at onkel heinrich klarer vanskelighederne “,0
lykkedes det ham derpaa at komme op i baaden men ligesaa snart dette var skeet faldt han besvimer om i baaden,0
— jas baron bartaglia — eller rettere moses philipsen jeg er olaf lindberg og mellem os to findes der et mellemværende som det nu er tid at opgøre,0
« men jeg vilde så gjerne hjælpe dem frøken de ved ikke hvor jeg tager del i deres skjæbne »,0
— aa “ han gjemte ansigtet i hænderne det var bælgmørkt i værelset — en fjern lyd af musik dansetrin og latter,1
„ eders naade er urolig og i eders oprørte sindstilstand synes enhver lyd eder at rumme en fare “,0
der var blevet stille i forsamlingen alle øjne stirrede ud imod kolossen der truende og alvorlig ragede frem af vandet som rugende over en hemmelighed der hørtes ikke anden lyd end dampmaskinens stempelslag og vandets plasken man spurgte hviskende hinanden om de nu kunde være naaede ned under vandlinien og,1
sig gøre naar hendes mand var borte «,0
nej vist ikke svarede hun det ere vi jo færdige med men —,0
at den skulde give hende et fingerpeg om hvad der laa ham saa brændende paa hjerte,0
som en tilstaaelse af at hun ikke var mere end syv præstegaarde,0
en skøn dag gjorde saa den store ole alvor af sin trusel og pakkede sin kiste for at rejse til amerika,0
„ drik dette at de kan blive rask og komme hjem til mary “,0
pegefingeren med sin våde skjæve mund på ovnen henne ved skomagerbordet kogte en gryde med en putrende lyd,0
» vel hr oberst « svarer selberg kaster hesten omkring og traver tilbage for at bringe ordren videre,0
en enlig flue summede om i den matte solstraale der faldt ind gennem ruderne ellers hørtes ingen lyd hun stod rank og knejsende foran ham han var sunken sammen paa stolen og stirrede ned mod gulvet » ikke sandt barnekow de har været min skæbne,0
mand min egen erna “,0
telefonen blev ved at ringe,1
kort efter lød en vogns rumlen,1
sminkede piger og skinger af pibende drenge,1
— naturligt,0
— hun er kommen paa de « tanke af han er skyld i hendes ulykke men del maa bero paa en misforstaaelse han er saa brav saa god saa ædel han log sig saa venlig af mig dengang jeg var forladt og ulykkelig da jeg troede af ikke et eneste menneske,0
hvor var den dog ikke nærvepirrende og utaalelig denne evindelige snorkende lyd,0
„ godt “ procurator kaufmann gav igjen slip paa grenene og reden med de smaa unger forsvandt bag det grønne lov saa ingen skulde ane den var der,0
sad hun stille hen som om hun sov ved hver lyd hun hørte fo ’ r hun imidlertid op saa sig spejdende om og lagde haanden paa sytøjet som om hun var bange for at overraskes i uvirksomhed kom der saa ingen drog hun et lille lettet suk og lagde sig atter,0
saa snart hun aabnede sin faders brev kom hun til at le — der var ingen overskrift hvor det lignede ham han kunde ikke bekvemme sig til at skrive et ord som » kære®andrea « eller » kære datter « han gik lige til sagen,0
„ nej lad høre hver har sin vej og sine gaver “,0
— hvad kalder de de værste følger spurgte jwan,0
samtidig hørtes der et svagt ligesom kvalt udbrud eller skrig,0
fulde og gamle og smaabørn der kommer fra skole,1
» bed omforladelse rap paa bagbenene med dig « kommanderede unge johnston han havde staat og iagttaget dem med de to mørke øjne i det lidt svagelige ansigt og den egne halv spottende halv drømmende trækning ved munden,0
søstrene slubrede suppen i sig og turde næsten ikke se hen til broderen der sad oppe ved bordenden nærmest faderen men over terrinen mødte han moderens blik og da vidste han at uveiret ikke vilde bryde løs før efter maden,0
— der kan du se vedblev hun der kan du se hvortil mildhed fører havde du behandlet mig med venlighed ligesom den unge læge havde du ogsaa besiddet min kærlighed i stedet for ham thi du ved vel at jeg aldrig har elflet abdul pascha tumba sukkede,0
det vil sige hun spurgte hende om hun ikke syntes af skuspiller sørensen var „ yndig “ skuspiller nielsen „ mageløs “ skuspiller petersen „ til af le sig fordærvet over “ frøken jensen „ affekteret “ fru mortensen „ ubehagelig af se paa “ osv osv osv,0
» men jan vi maa op dampskibet kan komme «,0
der var al den hurlumhej støj og forvirring som der plejer at være ved lignende lejligheder,1
de havde rejst sig og vandrede videre ind gennem skoven men drømmen fulgte dem hægge,0
i tide for at kunne faa et toilette færdigt — man ønsker mig meget elegant min mand ogsaa,0
» naar jeg bare taalte det her men det gør saa ondt « hviskede han træt,0
bleven alene med pastoren satte han et betænkeligt ansigt op,0
jeg har jo selv prøvet det,0
« min elskede,0
der nærmest lignede et stort styrtebadsapparat man hørte en underlig klaskende lyd derinde det varede længere end før inden forhænget gik tilside da det endelig skete havde tryllekunstnerinden befriet sig for sine baand men hun nejede med et tvungent smil for publikum ved siden af hende stod den høje mørke,1
og saa har vi havt brev fra viking « prøvede hun igjen » han er ikke rigtig fornøjet landbrugsskolen er altfor theoretisk anlagt siger han han har nok stor lyst paa skotland stakkar,0
så kom anne med et medecinglas og gik ind til fru henderson hvem hun stansed i marschen,0
fortælle ham at han havde vundet hendes hjerte,0
» her de ser min lille bolig den er ganske vakker « citerede han » med mindre de foretrækker den anden ensom og tyst og snever er vor bolig ganske som de vil de hører hr forfatter jeg kan mine klassikere «,0
„ hører du det aage “ sagde dronningen i en mildere tone „ det er dig ei tilladt at tale uden naar du bliver spurgt faer fort iver geertsøn “,0
det lille hoved blev med voldsom kraft bøiet mod brystet og hun styrtede om uden at give en eneste lyd fra sig,0
den gang havde jeg ingen samvittighed “,0
„ meget rigtig veed du hvor det kongelige theater ligger “,0
de til hin virkelige følelse svarende linier,0
pastoren smilede venlig,0
ved sin død efterlade sig en efter vore forhold særdeles respektabel formue,0
— ogsaa en spanierinde,0
„ marie — carl men hvorleds udbrød de begge paa en gang er i bleven forsonet er i ikke mere uvenner “,0
vi behøver vel neppe at fortælle at al søgen efter fiametta var uden resultat i tre dage blev egnen omkring klosteret skarpt undersøgt og paa den fjerde dag besluttede man endelig at vende tilbage,0
i det samme kom der fra ligets mave en bragende lyd andrea for forfærdet sammen løb ind i bagsalen og banked i gulvet efter meisteren,0
som de havde „ herrens ordre “ til ganske af rette sig efter,0
med et vildt skrig hævede han de flammende grene i sin haand,0
det var et heldigt møde aa vil de ikke følge med rasmussen “,0
„ jeg lover at jeg altid vil være dig i moders sted “,0
jeg maa trække mig tilbage hviskede konrad til den ene af mcrndene ellers,0
den gamle herre lod til at være en person af anseelse,0
« der er de dog galt underrettet jeg hedder ikke malte schmidt »,0
for ham mere nu var han optaget af de store livsspørgsmaal og om end hans øje endnu var mere udad end indadvendt saa turde hans forældre dog sætte deres lid til at gud nok skulde vide at finde vej for ham,0
— jeg er beredt,0
» der troer jeg dog at du gjør hende uret fader « svarede anton idet han for første gang tog sin stifmoder i forsvar » hun holder virkelig af dig «,0
„ paa ham grib an “ raabte han og pegede paa mig,0
— nei ingen betænkning det maa afgjøres nu der er ikke længe til tirsdag,0
bump nu faldt hans støvler nu lukkede han klædeskabet op nu kaldte han paa marie gud véd om han ikke vilde bede hende om en ren flip naa — han tog den maaske selv men det plejede han ikke hun kunde høre hver lyd der inde fra saa unaturlig,0
dybt i hjertet bærer jeg dit billed skal end aldrig mer jeg se dig selv — ak saa fjernt fra dig er her jeg stillet mellem os gaar livets stride elv,0
den store hurtigpresse begyndte at tage fat til aftennumret og sendte sine uafladelige hastigt klaprende,1
foreløbig gaar vi imidlertid videre,0
der var dejligt derude i den tidlige morgenstund tyst stille ikke en lyd kun den ensformige knirken af povls faste trin paa det frosne hvide tæppe der laa bredt over jorden imellem en sagte raslen af nedfaldende sne fra de tungt belæssede grene,1
„ ja saa kom han ogsaa derind og forlangte en halv bajer og onkel og tante stod udenfor og talte med nogle bekjendte som havde forlangt drikkevarerne derud for der var ogsaa sat smaa borde og bænke ud og der sad mange andre mennesker — — “,0
efterhaanden som han kom længere ind i skoven ophørte stpien fra kildepladsen at naa hans øre kun nattergalens paa bornholmsk kaldet fjældstannens flyiten og lærkens sang forstyrrede stedets tavshed den sort og hvidbrogede træpikker var flere steder ifærd med at hugge hul i træerne og der hprtrs ofte lyd af,1
de fik overtøjet af og satte sig i sofaen — hans haarde smalle sofa med den lige stive ryg og de lige stive arme han kyssede hende — for første gang under hele deres samvær den dag,0
« hvad hjælper at vi aarie opstaa belade os med stor møje » så det atter og atter inde i ham mens hans tandløse mund med de hvide stubbede skjægbuster mimred svagt uden lyd af ord alt i ét stak han langsomt tungen ud og strøg den famlende frem og,0
under hende høres der en skvulpende lyd det er det skumklædte vand der bølger i oprør hendes fod træder ikke længere paa sten men paa træ foran hende ligger der en bro dunkelt oplyst af nogle matte gasflammer som vinden bringer til at flagrd uroligt frem og tilbage,1
faderen gik lidt og tænkte,0
fru rosen traadte ind i det samme,0
dem at jeg er fuldt ud vis paa mig selv og at mellem fru myre og mig er der nu kun et pekuniært spørgsmaal »,0
efter disse bemærkninger gik han frem i porten,0
det var hr desgrais chefen en berømthed fra fransk savoyen der førte chateaubriandjernet til en stamgæst med højstegne hænder,1
bærer den barnligste uskyld bag kofte og kjole,1
« hvorfor vil knut ikke se mig »,0
— naa deri er der da ingen forbrydelse — nei deri ikke men jeg hørte peppi fortsætte,0
— ja tænkte jeg naar alle andre kunde slippe lige saa heldigt fra deres „ lyse “ ideer som monsieur carl « men det er rigtignok et fordømt vovespil man kunde saa nemt komme til at brænde peltscn,0
jernkramperne med en høist ubehagelig skrigende lyd et forsøg paa at naae en brvggervogn i den hensigt at anvende den til bugsering mislykkedes aldeles og udtømte ganske hans ’ kræfter han var saagodtsom sprængt søren vilde endnu ikke give sig men benyttede pausen som hans havde forvoldt til at puste ud,1
trak pengene til sig madam kruse havde glædet sig saa meget til at faa de unge folk saa nær — kanske altfor meget tænkte hun siden man skal ikke glæde sig altfor meget til nogenting for man bliver saa let skuffet,0
„ jeg tror at han uden tvivl staar i forbindelse med en guldsmed her “,0
saa lagde mogensen frakken mens bargren stod og saa paa ham,0
en forfærdelig støj som brølen af vilde dyr naaede hendes øren derpaa blev det mere stille og man kunde høre en enkelt stemme tale til mængden saa rystedes luften af endnu vildere og stærkere hyl,0
„ fredløs mand “ sagde han omsider og saae op med et klogt blik „ har kun een lykke og den er tynd — at jages som et dyr lide nød døe og kastes hen som et aadsel undgaaer han at dingle i galgen nu har jeg bjerget mig fred hos eder knud,0
for deres andagt paa min lere jeg kunde ønske at vi havde været her den idee var dog ganske nalmindelig kostelig unique hvad siger du “,0
oppe i den lille dagligstue sad han en smule træt i sofaen og spiste sin mad moderen gik og snakkede med ham om dagens hændelser og satte ham ind i husets sladder eller hun gik og kævledes med hans og hjalmar der ofte sloges,0
af en hel anden psalme sorn han havde lært da han gik til konfirmation din vælde uindskrænket er alt hvad du byder sé det sker vel os for saadan herre,0
ikke larm ikke lyd ikke skrig af fugl engang bare dryp paa dryp af vand der falder ensformigt og sørgmodigt som et uhrs slag,0
selv han dræbte af sin fortid hvad der gav det skjønheds værd ja paa ham kan hun ei tænke,0
„ er i en saa mægtig herre maa jeg gjøre hvad i byder mig “ sagde ceolwulf og bøjede sig dybt „ det var kløgtigt af dig af dn kom i tanker om af vi her havde et vidne “ sagde agnar til thorkil „ du her agnar “ udbrød thorkil der hidtil ikke havde skænket,0
« saaaa jeg troede hun var rejst »,0
den faste ro hvormed hun talte gav ogsaa rudolf en ro der forundrede ham selv — jeg vidste det var ham jeg kendte schweiter før du skrev til mig og dit brev gav mig klarhed — — — skal vi gaa vor sædvanlige tour ned til søen saa skal jeg,0
der hørtes en lyd som af et ørefigen og derpaa blev en dør smækket haardt i et øjeblik var der stille saa gave arrige skridt gjenlyd ned ad gangen,0
hun børte hverken droslen svage eller lærken slaa en trille høit oppe over hendes hoved hun tænkte blot paa sin farlige stilling — følte intet uden den skræk som grev ahlcfeldts person indgød hende — og hørte ingen anden lyd end hans stemme,1
« ja hvorfor inte ta ’ de ’ hele mæ de ’ koster jo li ’ e mejet «,0
men naar han var tilstede havde piben en ganske anden lyd saa var det rysten paa hovedet og beklagende bemærkninger saa hed det ja man kan saamænd ikke være forsigtig nok helbreden helbreden det er det vigtigste af alt osv naa saadanne ere nu en gang menneskene og det skal,1
ud i den den laa fuldt beskinnet af maanelyset der var intet at se og ikke en lyd at høre undtagen sagte dryp af en vandhane men med et — nej nu var det ikke noget blændværk — aabnedes sagte døren til magazin bygningen og en skikkelse sneg sig ud,1
hun skjulte ansigtet i sine hænder og græd — men fatma dog hvad fattes dig sagde han idet han greb hendes haand og drog hende fil sig du ængster dig uden grund jeg skal fortælle dig alt,0
— det troer jeg neppe svarede han,0
— — der var blevet saa stille paa pladsen at hvert eneste ord blev hørt overalt men nu løftede sig hist og her en vredagtig og forarget røst,0
han gjorde en truende bevægelse men gunhild lo spottende til ham harmfuld over hendes adfærd gjorde han nu et skridt fremad men med et frygteligt brag forsvandt han i jorden der ligesom lukkedes over ham igjen,0
og forresten faldt tiden dem lang nu staden var spærret paa alle kanter og hvad enten det var af den grund eller maaske de trængte til at sprede tankerne om at deres rigdom inden dagen var til ende kunde tyndes svært ud nok er det de førte et lystigt liv,0
„ god dag kjære frø—vken “ han havde en uforlignelig maade at udtale dette „ frøken “ paa den første stavelse blev saa lang og bred at man næsten aldeles ikke hørte noget til den sidste og hans „ o “ var en lyd imellem all—o og ej,0
„ jo det er som man tager det “ — svarede han langsomt — „ fra min bardom af har min onkel bestemt mig for hende men nu efter at jeg elsker dig og ved hvad lykke er nu bryder jeg naturligvis det baand men indtil det er sket maa vor kjærlighed være,0
du gjør det med anstand,0
„ hvorledes kan det være muligt “ spurgte janette forundret,0
som en følge heraf arriverede tante og neveu i god tid til det driftige haandværkersted i møntergade og medens de langsomt bevægede sig opad den hulslidte trappe forsikrede hun at næstefter at bo paa et sted hvor der herskede den største ro og stilhed kunde hun ikke tænke sig noget behageligere opholdssted end saadan en forvirrende bikube af en gaard hvor der fra den aarie morgen til den sildige aftenstund var liv og færdsel støj og spektakkel af hundreder af travle arbejdende og lystigt hamrende,1
— fortællingen er kort men vigtig batesto har faaet den befaling at dræbe vores lille fiametta hangjorde det ikke men har derimod ført hende med omkring i verden,0
hastig sprang jeg nl vinduet og saae nu fil min forbauselse gaden opfyldt af soldater i uniformer som jeg aldrig før havde seet ligesom jeg nu ogsaa tydelig kunde høre af det ikke var dansk man talede,0
det kom — langt borte fra — blidt og glad som en god engel med søndenvinds sus under stærke hvidblaa vinger fulgt af muntre trækfugles hærskare — af kækkende knorregaas sagte pippende sangfugl langbenede vadere med underlige lyd gennem sært skabte næb — fulgt af iltre svaler og allandsens fortumlede,1
dampskibene rejste deres store skrog paa værfterne j7j lød maskinernes larm og smedenes hamren ud over rheden,1
uden for stærk larm,1
en tung sten var saaledes falden käthe fra hjertet men det var jo dog kun galgenfrist før eller siden vilde daniel komme og føre hende til altret om han da blev i live vel ønskede hun ham ikke død men hendes bønner for ham havde ikke mere nogen flugt og,0
nat sial grev sigismund fælde en retfærdig dom “,0
han hørte lyden af en lille klokke,0
enkelte strandmaager kom flyvende mod land men fulgtes snart af en større skare som vendte og drejede sig medens solen lyste paa det hvide bryst og de udstrakte vinger,0
„ o det er ikke tilfældet “,0
„ du tror mig altsaa saa daarligt endog i denne stund fatter du da ikke hvilke grunde der ligger bag ved mit tilbud indseer du ikke at det er min eneste ud vei til at sone mod dig hvad jeg har forbrudt du maa ikke slaa det ned før mig broder,0
„ nei jeg synes at de ere alle ens,0
som paa et for dets eierinde saa heldigt tidspunkt var tabt,0
langsomt dirrede og klagede tonerne inde fra huset ud over heden luften bar dem vidt omkring svagere og svagere klang de endnu en lyd en sagte tone — saa var alt stille —,1
arbejdet paa gaarden gik sin sædvanlige gang og folkenes humør var just ikke meget trykket ved den efterretning som i de sidste dage havde bredt sig mellem dem om at » manden « laa paa sit yderste margrete kunde høre deres latter og støj ude i borgestuen da hun denne aften stod,1
der kom en skarpt rallende lyd i ribers ensformige snorken ory for sammen i rædsel det hørtes som han skulde opgi sin aand,0
tobias gemperlin sad tavs en lille tid og der var saa stille i stuen at man kunde høre den hvislende lyd af løvet naar det blad for blad faldt ned paa jorden men endelig saa han op og sagde med en vis forlegenhed der tog sig helt snurrig ud,0
pludselig hævede hun hovedet saa paa martinus og spurgte,0
» naa — de har vel nok noget de kan sætte ud «,0
og pegede ud paa nogle store skibe som gik ind i fjorden » ser i børn det er orlogsmænd og de er ikke gode at nappes med « den aften sad de længe oppe i haab om at der vilde komme et bud med nyt om udfaldet da thomas endelig kom i,0
tag og i dens mange ruder,0
det gjorde larm blot forbi første sal,0
jernbanestationen til kjøbstaden for at undersøge sagen nærmere snart havde han naaet teltet fra hvilket en skrattende lyd af et par trompeter lød ham imøde,0
kaos der klinger mangfoldigt og hvileløst længe,1
om eftermiddagen kom en av diakonisserne og tok tilsynet ny folk rykket in med henne deres hjæm var brudt op skuringen hadde en lyd som høvling på en kiste tjenerne i sorg gamle bestemor i gråt og da guttens sæng flyttedes in i et annet rum og de hørte tråkket,1
29 oktober 1897 københavn,0
— jeg forlader dig ikke udbrød hun jeg lever med dig og jeg døer med dig,0
